CVE,DESCRIP
,
11000,
11100,
11200,
11300,
11400,
11500,
12000,
12100,
12200,
12300,
12400,
12500,
12601,
12602,
12603,
12604,
12701,
12702,
12703,
21000,
21100,
21200,
21300,
21400,
21500,
21600,
22000,
22100,
22200,
22300,
22400,
22500,
22600,
31000,
31100,
31200,
31300,
31400,
31500,
32100,
32200,
33100,
33200,
41000,
41100,
41200,
41300,
41400,
42000,
42100,
42200,
42300,
42400,
42500,
51100,
51200,
51300,
52100,
52200,
52300,
53100,
53200,
61000,
61100,
61200,
61300,
62000,
62100,
62200,
62300,
71000,
71100,
71200,
71300,
71400,
71500,
71600,
71700,
72000,
72100,
72200,
72300,
72400,
73100,
73200,
81100,
81200,
81300,
81400,
82100,
91100,
91200,
91300,
91301,
91304,
91305,
91307,
91309,
91310,
91313,
91315,
91316,
91317,
91321,
91322,
91323,
91324,
91325,
91326,
91327,
91328,
91329,
91331,
91334,
91335,
91336,
91337,
91338,
91339,
91340,
91341,
91342,
91344,
91345,
92100,
92206,
92207,
92208,
93100,
93200,
93202,
93203,
93204,
93206,
93207,
94100,
94200,
94300,
95000,
95100,
95200,
95300,
95400,
95500,
95600,
101100,
101200,
101300,
101400,
101500,
101600,
102100,
103100,
104100,
104200,
999999,
